,Provincia,Localidad,FIBRAOPTICA
1879,MISIONES,Nucleo I,NO
1880,MISIONES,Nucleo Ii,NO
1881,MISIONES,Pueblo Illia,NO
1882,MISIONES,Salto Encantado,NO
1883,MISIONES,Barrio del Lago,SI
1884,MISIONES,Bonpland,NO
1885,MISIONES,Candelaria,NO
1886,MISIONES,Cerro Corá,NO
1887,MISIONES,Loreto,NO
1888,MISIONES,Mártires,NO
1889,MISIONES,Profundidad,NO
1890,MISIONES,Puerto Santa Ana,NO
1891,SALTA,San Marcos,NO
1892,MISIONES,Santa Ana,NO
1893,MISIONES,Barrio Nuevo Garupa,NO
1894,MISIONES,Garupá,SI
1895,MISIONES,Nemesio Parma,NO
1896,MISIONES,Posadas,SI
1897,MISIONES,Posadas (Extensión),NO
1898,MISIONES,Barra Concepción,NO
1899,MISIONES,Concepción de la Sierra,SI
1900,MISIONES,La Corita,NO
1901,MISIONES,Santa María,NO
1902,MISIONES,9 de Julio,NO
1903,MISIONES,9 de Julio Kilómetro 20,NO
1904,MISIONES,Colonia Victoria,NO
1905,MISIONES,Eldorado,NO
1906,MISIONES,María Magdalena,NO
1907,MISIONES,Puerto Leoni,NO
1908,MISIONES,Puerto Rico,NO
1909,MISIONES,Ruiz de Montoya,NO
1910,MISIONES,San Alberto,NO
1911,MISIONES,San Gotardo,NO
1912,MISIONES,San Miguel,NO
1913,MISIONES,Villa Akerman,NO
1914,MISIONES,Villa Urrutia,NO
1915,MISIONES,Bario Ita,NO
1916,MISIONES,Barrio Cuatro Bocas,NO
1917,MISIONES,Barrio Guatambu,NO
1918,MISIONES,Caraguatay,NO
1919,MISIONES,Laharrague,NO
1920,MISIONES,Montecarlo,SI
1921,MISIONES,Piray Kilómetro 18,NO
1922,MISIONES,Puerto Piray,NO
1923,MISIONES,Taruma,NO
1924,MISIONES,Villa Parodi,NO
1925,MISIONES,Alberdi,SI
1926,MISIONES,Barrio Escuela 461,NO
1927,MISIONES,Barrio Escuela 633,NO
1928,MISIONES,Campo Ramón,SI
1929,MISIONES,Campo Viera,SI
1930,MISIONES,El Salto,NO
1931,MISIONES,General Alvear,SI
1932,MISIONES,Guaraní,SI
1933,MISIONES,Los Helechos,SI
1934,MISIONES,Oberá,SI
1935,MISIONES,Panambí,SI
1936,MISIONES,Panambi Kilómetro 15,NO
1937,MISIONES,Panambí Kilómetro 8,SI
1938,MISIONES,San Martín,SI
1939,MISIONES,Villa Bonita,SI
1940,MISIONES,Barrio Tungoil,NO
1941,MISIONES,Colonia Polana,NO
1942,MISIONES,Corpus,NO
1943,MISIONES,Domingo Savio,NO
1944,MISIONES,Gobernador Roca,NO
1945,MISIONES,Helvecia,NO
1946,MISIONES,Hipólito Yrigoyen,NO
1947,MISIONES,Jardín América,SI
1948,MISIONES,Oasis,NO
1949,MISIONES,Roca Chica,NO
1950,MISIONES,San Ignacio,NO
1951,MISIONES,Santo Pipó,NO
1952,MISIONES,Florentino Ameghino,NO
1953,MISIONES,Itacaruaré,NO
1954,MISIONES,Mojón Grande,NO
1955,MISIONES,San Javier,SI
1956,MISIONES,Cruce Caballero,SI
1957,MISIONES,Paraíso,SI
1958,MISIONES,Piñalito Sur,SI
1959,MISIONES,San Pedro,SI
1960,MISIONES,Tobuna,SI
1961,NEUQUEN,Aluminé,NO
1962,NEUQUEN,Moquehue,NO
1963,NEUQUEN,Villa Pehuenia,NO
1964,NEUQUEN,Aguada San Roque,NO
1965,NEUQUEN,Añelo,SI
1966,NEUQUEN,San Patricio del Chañar,SI
1967,NEUQUEN,Las Coloradas,NO
1968,NEUQUEN,Chos Malal,SI
1969,NEUQUEN,Tricao Malal,NO
1970,NEUQUEN,Villa del Curi Leuvú,NO
1971,NEUQUEN,Neuquén,SI
1972,NEUQUEN,Plaza Huincul,NO
1973,NEUQUEN,Plottier,SI
1974,NEUQUEN,Senillosa,SI
1975,NEUQUEN,Villa El Chocón,NO
1976,NEUQUEN,Vista Alegre Norte,SI
1977,NEUQUEN,Vista Alegre Sur,SI
1978,MENDOZA,Luján de Cuyo,SI
1979,MENDOZA,MAYOR DRUMMOND,SI
1980,MENDOZA,Perdriel,SI
1981,MENDOZA,Piedras Blancas,NO
1982,MENDOZA,Potrerillos,SI
1983,MENDOZA,Ugarteche,SI
1984,MENDOZA,Valle Del Sol,NO
1985,MENDOZA,Villa El Refugio,NO
1986,MENDOZA,VISTALBA,SI
1987,MENDOZA,Barrancas,NO
1988,MENDOZA,Barrio Jesús de Nazaret,NO
1989,MENDOZA,COQUIMBITO,SI
1990,MENDOZA,Cruz de Piedra,SI
1991,MENDOZA,El Pedregal,NO
1992,NEUQUEN,Piedra del Águila,NO
1993,NEUQUEN,Santo Tomás,NO
1994,NEUQUEN,11 de Octubre,SI
1995,NEUQUEN,Arroyito,NO
1996,NEUQUEN,Barrio Ruca Luhé,SI
1997,NEUQUEN,Centenario,SI
1998,NEUQUEN,Cutral Có,SI
1999,NEUQUEN,El Chocón,NO
2000,NEUQUEN,Mari Menuco,NO
2001,NEUQUEN,Junín de los Andes,SI
2002,JUJUY,El Piquete,NO
2003,JUJUY,El Talar,NO
2004,JUJUY,Palma Sola,NO
2005,JUJUY,Puente Lavayén,NO
2006,JUJUY,Santa Clara,NO
2007,JUJUY,Vinalito,NO
2008,JUJUY,Casira,SI
2009,JUJUY,Ciénega,SI
2010,JUJUY,Cieneguillas,SI
2011,JUJUY,Cusi Cusi,SI
2012,JUJUY,El Angosto,NO
2013,JUJUY,La Ciénega,NO
2014,JUJUY,Misarrumi,NO
2015,JUJUY,Oratorio,SI
2016,JUJUY,Paicone,SI
2017,JUJUY,San Juan de Oros,NO
2018,JUJUY,Santa Catalina,SI
2019,JUJUY,Yoscaba,NO
2020,JUJUY,Catua,SI
2021,JUJUY,Coranzuli,SI
2022,JUJUY,El Toro,SI
2023,JUJUY,Huáncar,SI
2024,JUJUY,Jama,SI
2025,LA PAMPA,Embajador Martini,SI
2026,LA PAMPA,Falucho,NO
2027,LA PAMPA,Ingeniero Luiggi,SI
2028,LA PAMPA,Ojeda,NO
2029,LA PAMPA,Realicó,SI
2030,LA PAMPA,Cachirulo,NO
2031,LA PAMPA,Naicó,NO
2032,LA PAMPA,Toay,SI
2033,LA PAMPA,Arata,SI
2034,LA PAMPA,Metileo,NO
2035,LA PAMPA,Trenel,NO
2036,LA PAMPA,Ataliva Roca,SI
2037,LA PAMPA,Chacharramendi,NO
2038,LA PAMPA,Colonia Santa María,SI
2039,LA PAMPA,General Acha,SI
2040,LA PAMPA,Quehué,SI
2041,LA PAMPA,Unanué,SI
2042,LA RIOJA,Aimogasta,SI
2043,LA RIOJA,Arauco,NO
2044,LA RIOJA,Bañado de los Pantanos,NO
2045,LA RIOJA,Estación Mazán,NO
2046,LA RIOJA,Machigasta,NO
2047,LA RIOJA,San Antonio,NO
2048,LA RIOJA,Termas de Santa Teresita,NO
2049,LA RIOJA,Villa Mazán,NO
2050,LA RIOJA,Loma Blanca,NO
2051,LA RIOJA,La Rioja,SI
2052,LA RIOJA,Aminga,SI
2053,LA RIOJA,Anillaco,SI
2054,LA RIOJA,Anjullón,SI
2055,LA RIOJA,Chuquis,NO
2056,LA RIOJA,Los Molinos,NO
2057,LA RIOJA,Pinchas,NO
2058,LA RIOJA,San Pedro,NO
2059,LA RIOJA,Santa Vera Cruz,NO
2060,LA RIOJA,Chamical,SI
2061,LA RIOJA,Polco,NO
2062,LA RIOJA,Anguinan,NO
2063,LA RIOJA,Chilecito,SI
2064,LA RIOJA,Colonia Anguinán,SI
2065,LA RIOJA,Colonia Catinzaco,NO
2066,LA RIOJA,Colonia Malligasta,NO
2067,LA RIOJA,Colonia Vichigasta,NO
2068,LA RIOJA,Guanchín,NO
2069,LA RIOJA,La Puntilla,NO
2070,LA RIOJA,Los Sarmientos,NO
2071,LA RIOJA,Malligasta,NO
2072,LA RIOJA,Miranda,NO
2073,LA RIOJA,Nonogasta,SI
2074,LA RIOJA,San Miguel,NO
2075,LA RIOJA,San Nicolás,NO
2076,LA RIOJA,Santa Florentina,NO
2077,LA RIOJA,Sañogasta,NO
2078,LA RIOJA,Tilimuqui,NO
2079,LA RIOJA,Vichigasta,SI
2080,LA RIOJA,Aicuña,NO
2081,LA RIOJA,Guandacol,SI
2082,LA RIOJA,Los Palacios,NO
2083,JUJUY,Loteo Navea,SI
2084,JUJUY,Nuestra Señora del Rosario,NO
2085,JUJUY,San Antonio,NO
2086,JUJUY,Arrayanal,NO
2087,JUJUY,Arroyo Colorado,NO
2088,JUJUY,Don Emilio,NO
2089,JUJUY,El Acheral,NO
2090,JUJUY,El Puesto,NO
2091,JUJUY,El Quemado,NO
2092,JUJUY,La Esperanza,NO
2093,JUJUY,La Manga,NO
2094,JUJUY,La Mendieta,NO
2095,JUJUY,Miraflores,NO
2096,JUJUY,Palos Blancos,NO
2097,JUJUY,Parapetí,NO
2098,JUJUY,Piedritas,NO
2099,JUJUY,Rodeito,NO
2100,JUJUY,Rosario de Río Grande,NO
2101,JUJUY,San Antonio,NO
2102,JUJUY,San Lucas,NO
2103,JUJUY,San Pedro (Est. San Pedro de Jujuy),SI
2104,JUJUY,Sauzal,NO
2105,JUJUY,El Fuerte,NO
2106,JUJUY,Mina Providencia,SI
2107,SALTA,Aguaray,SI
2108,SALTA,Campamento Vespucio,SI
2109,SALTA,Campichuelo,NO
2110,SALTA,Campo Durán,SI
2111,SALTA,Capiazuti,NO
2112,SALTA,Carboncito,NO
2113,SALTA,Coronel Cornejo,SI
2114,SALTA,Dragones,SI
2115,SALTA,Embarcación,SI
2116,SALTA,General Ballivián,SI
2117,SALTA,General Mosconi,SI
2118,SALTA,Hickman,NO
2119,SALTA,Misión Chaqueña,NO
2120,SALTA,Misión El Cruce - El Milagro - El Jardín de San Martín,NO
2121,MENDOZA,BERMEJO,SI
2122,MENDOZA,BUENA NUEVA,SI
2123,MENDOZA,Capilla Del Rosario,SI
2124,MENDOZA,COLONIA SEGOVIA,NO
2125,MENDOZA,Colonia Segovia,SI
2126,MENDOZA,DORREGO,SI
2127,MENDOZA,EL SAUCE,SI
2128,MENDOZA,GENERAL BELGRANO,NO
2129,MENDOZA,Guaymallén,SI
2130,MENDOZA,JESUS NAZARENO,SI
2131,MENDOZA,KILOMETRO 11 (GUAYMALLEN),NO
2132,MENDOZA,La Primavera,NO
2133,MENDOZA,LAS CAÑAS,SI
2134,MENDOZA,Los Corralitos,NO
2135,MENDOZA,Panquehua,SI
2136,MENDOZA,Papagayos,NO
2137,MENDOZA,Polvaredas,NO
2138,MENDOZA,Puente del Inca,NO
2139,MENDOZA,Punta de Vacas,NO
2140,MENDOZA,Sierras De Encalada,NO
2141,MENDOZA,Uspallata,SI
2142,MENDOZA,3 de Mayo,NO
2143,MENDOZA,Barrio Alto del Olvido,NO
2144,MENDOZA,Barrio Jocolí II,NO
2145,MENDOZA,Barrio La Esperanza,NO
2146,MENDOZA,Barrio La Palmera,NO
2147,MENDOZA,Barrio La Pega,NO
2148,MENDOZA,Barrio Lagunas de Bartoluzzi,NO
2149,MENDOZA,Barrio Los Jarilleros,NO
2150,MENDOZA,Barrio Los Olivos,NO
2151,MENDOZA,Barrio Virgen del Rosario,NO
2152,MENDOZA,Costa de Araujo,SI
2153,MENDOZA,El Paramillo,NO
2154,MENDOZA,El Vergel,NO
2155,MENDOZA,Ingeniero Gustavo André,NO
2156,MENDOZA,Jocolí,NO
2157,MENDOZA,Jocolí Viejo,NO
2158,MENDOZA,Agrelo,SI
2159,MENDOZA,Barrio Adina I Y Ii,NO
2160,MENDOZA,Barrio Perdriel IV,SI
2161,MENDOZA,Cacheuta,NO
2162,MENDOZA,CARRODILLA,SI
2163,MENDOZA,CHACRAS DE CORIA,SI
2164,MENDOZA,Costa Flores,SI
2165,MENDOZA,El Carmelo,NO
2166,MENDOZA,El Carrizal,NO
2167,MENDOZA,El Salto,NO
2168,MENDOZA,La Puntilla,SI
2169,MENDOZA,Las Carditas,NO
2170,MENDOZA,Las Compuertas,NO
2171,MENDOZA,Las Vegas,NO
2172,MENDOZA,Los Manantiales,NO
2173,MENDOZA,PEDRO MOLINA,SI
2174,MENDOZA,Puente de Hierro,NO
2175,MENDOZA,RODEO DE LA CRUZ,SI
2176,MENDOZA,SAN FRANCISCO DEL MONTE,SI
2177,MENDOZA,San Jose,SI
2178,MENDOZA,VILLA NUEVA,NO
2179,MENDOZA,ALTO VERDE,NO
2180,MENDOZA,Ingeniero Giagnoni,SI
2181,MENDOZA,Junín,SI
2182,MENDOZA,La Colonia,SI
2183,MENDOZA,Los Barriales,NO
2184,MENDOZA,Medrano,NO
2185,MENDOZA,Phillips,NO
2186,MENDOZA,Rodríguez Peña,NO
2187,MENDOZA,Desaguadero,NO
2188,MENDOZA,La Paz,SI
2189,MENDOZA,Villa Antigua,NO
2190,MENDOZA,Blanco Encalada,NO
2191,MENDOZA,Capdeville,NO
2192,MENDOZA,El Algarrobal,SI
2193,MENDOZA,El Borbollon,NO
2194,MENDOZA,EL CHALLAO,SI
2195,MENDOZA,EL PLUMERILLO,SI
2196,MENDOZA,EL RESGUARDO,SI
2197,MENDOZA,EL ZAPALLAR,SI
2198,MENDOZA,Jocolí,NO
2199,MENDOZA,La Cieneguita,NO
2200,MENDOZA,Las Cuevas,NO
2201,MENDOZA,Las Heras,SI
2202,MENDOZA,Los Penitentes,NO
2203,NEUQUEN,Caviahué,NO
2204,NEUQUEN,Copahue,NO
2205,NEUQUEN,El Cholar,NO
2206,NEUQUEN,El Huecú,NO
2207,NEUQUEN,Taquimilán,NO
2208,NEUQUEN,Barrancas,NO
2209,NEUQUEN,Buta Ranquil,NO
2210,NEUQUEN,Octavio Pico,NO
2211,NEUQUEN,Rincón de los Sauces,SI
2212,NEUQUEN,El Sauce,NO
2213,NEUQUEN,Paso Aguerre,NO
2214,NEUQUEN,Picún Leufú,NO
2215,NEUQUEN,Bajada del Agrio,NO
2216,NEUQUEN,La Buitrera,NO
2217,NEUQUEN,Las Lajas,NO
2218,NEUQUEN,Quili Malal,NO
2219,NEUQUEN,Covunco Centro,NO
2220,MENDOZA,Fray Luis Beltrán,SI
2221,MENDOZA,GENERAL GUTIERREZ,SI
2222,MENDOZA,LUZURIAGA,SI
2223,MENDOZA,Maipú,SI
2224,MENDOZA,Rodeo del Medio,SI
2225,MENDOZA,Russell,SI
2226,MENDOZA,San Roque,SI
2227,MENDOZA,Villa Teresa,NO
2228,MENDOZA,Agua Escondida,NO
2229,MENDOZA,Bardas Blancas,NO
2230,MENDOZA,Las Leñas,SI
2231,LA RIOJA,Pagancillo,SI
2232,LA RIOJA,Santa Clara,NO
2233,LA RIOJA,Villa Unión,SI
2234,LA RIOJA,Alto Carrizal,NO
2235,LA RIOJA,Angulos,NO
2236,LA RIOJA,Antinaco,NO
2237,LA RIOJA,Bajo Carrizal,NO
2238,LA RIOJA,Campanas,SI
2239,LA RIOJA,Chañarmuyo,NO
2240,LA RIOJA,Famatina,SI
2241,LA RIOJA,La Cuadra,NO
2242,LA RIOJA,Pituil,NO
2243,LA RIOJA,Plaza Vieja,NO
2244,LA RIOJA,Santa Cruz,NO
2245,LA RIOJA,Santo Domingo,NO
2246,LA RIOJA,Punta de los Llanos,SI
2247,LA RIOJA,Tama,SI
2248,LA RIOJA,Castro Barros,NO
2249,LA RIOJA,Chañar,SI
2250,FORMOSA,Ingeniero Guillermo N. Juárez,NO
2251,FORMOSA,Bartolomé de las Casas,NO
2252,FORMOSA,Colonia Sarmiento,NO
2253,FORMOSA,Comandante Fontana,NO
2254,FORMOSA,El Recreo,NO
2255,FORMOSA,Estanislao del Campo,NO
2256,FORMOSA,Fortín Cabo 1º Lugones,NO
2257,FORMOSA,Fortín Sargento 1º Leyes,NO
2258,FORMOSA,Ibarreta,NO
2259,FORMOSA,Juan G. Bazán,NO
2260,FORMOSA,Las Lomitas,SI
2261,FORMOSA,Posta Cambio Zalazar,NO
2262,FORMOSA,Pozo del Tigre,SI
2263,FORMOSA,San Martín I,NO
2264,FORMOSA,San Martín II,SI
2265,JUJUY,Olacapato,SI
2266,FORMOSA,Laguna Naick-Neck,NO
2267,FORMOSA,Palma Sola,NO
2268,FORMOSA,Puerto Pilcomayo,NO
2269,FORMOSA,Riacho He-He,SI
2270,FORMOSA,Riacho Negro,NO
2271,FORMOSA,Siete Palmas,SI
2272,FORMOSA,Colonia Campo Villafañe,SI
2273,FORMOSA,El Colorado,SI
2274,FORMOSA,Palo Santo,NO
2275,FORMOSA,Pirané,SI
2276,FORMOSA,Villa Kilómetro 213,NO
2277,FORMOSA,El Potrillo,NO
2278,FORMOSA,El Quebracho,NO
2279,ENTRE RIOS,Hernández,NO
2280,ENTRE RIOS,Lucas González,NO
2281,ENTRE RIOS,Nogoyá,NO
2282,ENTRE RIOS,XX de Setiembre,NO
2283,ENTRE RIOS,Aldea María Luisa,NO
2284,ENTRE RIOS,Aldea San Juan,NO
2285,ENTRE RIOS,Aldea San Rafael,NO
2286,ENTRE RIOS,Aldea Santa María,NO
2287,ENTRE RIOS,Aldea Santa Rosa,NO
2288,ENTRE RIOS,Cerrito,NO
2289,ENTRE RIOS,Colonia Avellaneda,NO
2290,ENTRE RIOS,Colonia Crespo,NO
2291,ENTRE RIOS,Colonia Merou,NO
2292,ENTRE RIOS,Crespo,SI
2293,ENTRE RIOS,Crucesitas Séptima Sección,NO
2294,ENTRE RIOS,El Palenque,NO
2295,ENTRE RIOS,General Ramírez,NO
2296,ENTRE RIOS,La Juanita,NO
2297,ENTRE RIOS,Las Jaulas,NO
2298,ENTRE RIOS,Paraje La Virgen,NO
2299,ENTRE RIOS,Puerto Las Cuevas,NO
2300,ENTRE RIOS,Strobel,NO
2301,ENTRE RIOS,Villa Libertador San Martín,NO
2302,ENTRE RIOS,Chajarí,SI
2303,ENTRE RIOS,Colonia Alemana,NO
2304,ENTRE RIOS,Colonia Ensanche Sauce,NO
2305,ENTRE RIOS,Colonia La Argentina,NO
2306,ENTRE RIOS,Colonia Peña,NO
2307,ENTRE RIOS,Colonia Santa María,NO
2308,ENTRE RIOS,Federación,SI
2309,ENTRE RIOS,Los Conquistadores,NO
2310,ENTRE RIOS,San Jaime de la Frontera,NO
2311,FORMOSA,General Mosconi,SI
2312,JUJUY,Abdón Castro Tolay,NO
2313,JUJUY,Abra Pampa,NO
2314,JUJUY,Abralaite,NO
2315,JUJUY,Agua de Castilla,NO
2316,JUJUY,Casabindo,NO
2317,JUJUY,Cochinoca,NO
2318,JUJUY,La Redonda,NO
2319,JUJUY,Puesto del Marquéz,SI
2320,JUJUY,Quebraleña,NO
2321,JUJUY,Quera,NO
2322,JUJUY,Rinconadillas,NO
2323,JUJUY,San Francisco de Alfarcito,NO
2324,JUJUY,Santa Ana de la Puna,NO
2325,JUJUY,Santuario de Tres Pozos,NO
2326,JUJUY,Tambillos,NO
2327,JUJUY,Tusaquillas,NO
2328,JUJUY,Dr. Manuel Belgrano,SI
2329,JUJUY,Guerrero,NO
2330,JUJUY,La Almona,SI
2331,JUJUY,León,NO
2332,JUJUY,Lozano (Ap. Chañi),NO
2333,JUJUY,Ocloyas,NO
2334,JUJUY,San Pablo De Reyes,NO
2335,JUJUY,San Salvador de Jujuy (Est. Jujuy),SI
2336,JUJUY,Yala,NO
2337,JUJUY,Aguas Calientes,NO
2338,JUJUY,Barrio El Milagro,NO
2339,JUJUY,Barrio La Unión,NO
2340,JUJUY,El Carmen,NO
2341,JUJUY,Fleming,NO
2342,JUJUY,Los Lapachos (Est. Maquinista Verón),NO
2343,JUJUY,Loteo San Vicente,NO
2344,JUJUY,Manantiales,NO
2345,JUJUY,Monterrico,NO
2346,JUJUY,Pampa Blanca,NO
2347,JUJUY,Perico,NO
2348,JUJUY,Pila Pardo,NO
2349,JUJUY,La Quiaca,SI
2350,JUJUY,Llulluchayoc,NO
2351,JUJUY,Pumahuasi,SI
2352,JUJUY,San Jose,NO
2353,JUJUY,Yavi,NO
2354,JUJUY,Yavi Chico,SI
2355,LA PAMPA,Doblas,SI
2356,LA PAMPA,Macachín,SI
2357,LA PAMPA,Miguel Riglos,SI
2358,LA PAMPA,Rolón,NO
2359,LA PAMPA,Tomas M. Anchorena,NO
2360,LA PAMPA,Anzoategui,NO
2361,LA PAMPA,La Adela,NO
2362,LA PAMPA,Anguil,SI
2363,JUJUY,Olaroz Chico,SI
2364,JUJUY,Pastos Chicos,SI
2365,JUJUY,Puesto Sey,SI
2366,JUJUY,San Juan de Quillaqués,SI
2367,JUJUY,Susques,SI
2368,JUJUY,Colonia San José,NO
2369,JUJUY,Huacalera,SI
2370,JUJUY,Juella,NO
2371,JUJUY,Maimará,SI
2372,JUJUY,Tilcara,SI
2373,JUJUY,Yacoraite,NO
2374,JUJUY,Bárcena,NO
2375,JUJUY,El Moreno,NO
2376,JUJUY,Puerta de Colorados,NO
2377,JUJUY,Purmamarca,NO
2378,JUJUY,Tumbaya,NO
2379,JUJUY,Volcán,NO
2380,JUJUY,Caspalá,NO
2381,JUJUY,Pampichuela,NO
2382,JUJUY,San Francisco,NO
2383,JUJUY,Santa Ana,NO
2384,ENTRE RIOS,El Pingo,NO
2385,ENTRE RIOS,El Ramblón,NO
2386,ENTRE RIOS,El Ramblón,NO
2387,ENTRE RIOS,Hasenkamp,SI
2388,ENTRE RIOS,Hernandarias,NO
2389,ENTRE RIOS,La Picada,SI
2390,ENTRE RIOS,Las Tunas,NO
2391,ENTRE RIOS,María Grande,SI
2392,ENTRE RIOS,Oro Verde,NO
2393,ENTRE RIOS,Paraná,SI
2394,ENTRE RIOS,Pueblo Bellocq (Est. Las Garzas),NO
2395,ENTRE RIOS,Pueblo Brugo,NO
2396,ENTRE RIOS,Pueblo General San Martín,NO
2397,NEUQUEN,Los Catutos,NO
2398,NEUQUEN,Mariano Moreno,NO
2399,NEUQUEN,Ramon M. Castro,NO
2400,NEUQUEN,Zapala,SI
2401,RIO NEGRO,Aguada de Guerra,NO
2402,RIO NEGRO,Clemente Onelli,SI
2403,RIO NEGRO,Colan Conhue,NO
2404,RIO NEGRO,El Caín,NO
2405,RIO NEGRO,Ingeniero Jacobacci,SI
2406,RIO NEGRO,Los Menucos,NO
2407,RIO NEGRO,Maquinchao,NO
2408,RIO NEGRO,Mina Santa Teresita,NO
2409,RIO NEGRO,Pilquiniyeu,NO
2410,RIO NEGRO,Comicó,NO
2411,RIO NEGRO,Cona Niyeu,NO
2412,RIO NEGRO,Ministro Ramos Mexía,SI
2413,LA PAMPA,General Manuel J. Campos,SI
2414,LA PAMPA,Guatraché,SI
2415,LA PAMPA,Perú,NO
2416,LA PAMPA,Santa Teresa,SI
2417,LA PAMPA,Abramo,SI
2418,LA PAMPA,Bernasconi,SI
2419,LA PAMPA,General San Martín (Est. Villa Alba),SI
2420,LA PAMPA,Hucal,NO
2421,LA PAMPA,Jacinto Arauz,SI
2422,LA PAMPA,Cuchillo Co,SI
2423,LA PAMPA,La Reforma,NO
2424,LA PAMPA,Limay Mahuida,NO
2425,LA PAMPA,Carro Quemado,SI
2426,LA PAMPA,Loventué,SI
2427,LA PAMPA,Luan Toro,NO
2428,LA PAMPA,Telén,SI
2429,LA PAMPA,Victorica,SI
2430,LA PAMPA,Agustoni,NO
2431,LA PAMPA,Dorila,SI
2432,LA PAMPA,General Pico,SI
2433,LA PAMPA,Speluzzi,SI
2434,LA PAMPA,Trebolares,NO
2435,LA PAMPA,25 de Mayo,SI
2436,LA PAMPA,Casa de Piedra,NO
2437,LA PAMPA,Puelén,NO
2438,LA PAMPA,Colonia Barón,SI
2439,LA PAMPA,Colonia San José,NO
2440,LA PAMPA,Miguel Cané,SI
2441,MENDOZA,Barrio Carrasco,NO
2442,MENDOZA,Barrio El Cepillo,NO
2443,MENDOZA,Chilecito,NO
2444,MENDOZA,Eugenio Bustos,NO
2445,MENDOZA,La Consulta,NO
2446,MENDOZA,Pareditas,SI
2447,MENDOZA,San Carlos,NO
2448,MENDOZA,Alto Salvador,SI
2449,MENDOZA,Alto Verde,SI
2450,MENDOZA,Barrio Chivilcoy,NO
2451,MENDOZA,Barrio Emanuel,NO
2452,MENDOZA,Barrio La Estación,NO
2453,MENDOZA,Barrio Los Charabones,NO
2454,MENDOZA,Barrio Ntra. Sra. De Fátima,NO
2455,MENDOZA,Chapanay,SI
2456,MENDOZA,Chivilcoy,NO
2457,MENDOZA,El Espino,NO
2458,MENDOZA,El Ramblón,NO
2459,MENDOZA,Montecaseros,NO
2460,MENDOZA,Nueva California,NO
2461,MENDOZA,El Zampal,NO
2462,MENDOZA,Villa Atuel Norte,NO
2463,MENDOZA,Barrio 12 de Octubre,SI
2464,MENDOZA,Barrio María Auxiliadora,NO
2465,MENDOZA,Barrio Molina Cabrera,NO
2466,MENDOZA,La Dormida,SI
2467,MENDOZA,Las Catitas,NO
2468,MENDOZA,Santa Rosa,SI
2469,MENDOZA,Barrio San Cayetano,NO
2470,MENDOZA,Campo Los Andes,NO
2471,MENDOZA,Colonia Las Rosas,NO
2472,MENDOZA,El Manzano,NO
2473,MENDOZA,Los Sauces,SI
2474,MENDOZA,Tunuyán,SI
2475,MENDOZA,Vista Flores,NO
2476,MENDOZA,Barrio Belgrano Norte,NO
2477,MENDOZA,Cordón del Plata,NO
2478,MENDOZA,El Peral,NO
2479,CORDOBA,Las Varillas,SI
2480,CORDOBA,Marull,SI
2481,CORDOBA,Miramar,NO
2482,CORDOBA,Morteros,SI
2483,CORDOBA,Plaza Luxardo,NO
2484,CORDOBA,Plaza San Francisco,NO
2485,CORDOBA,Porteña,SI
2486,CORDOBA,Quebracho Herrado,NO
2487,CORDOBA,Sacanta,SI
2488,CORDOBA,San Francisco,SI
2489,JUJUY,Valle Colorado,NO
2490,JUJUY,Valle Grande,NO
2491,CORDOBA,Saturnino María Laspiur,NO
2492,CORDOBA,Seeber,NO
2493,CORDOBA,Toro Pujio,NO
2494,CORDOBA,Tránsito,NO
2495,CORDOBA,Trinchera,NO
2496,CORDOBA,Villa Concepción del Tío,NO
2497,CORDOBA,Villa del Tránsito,NO
2498,CORDOBA,Villa San Esteban,NO
2499,CORDOBA,Alta Gracia,SI
2500,CORDOBA,Anisacate,NO
2501,CORDOBA,Barrio Gilbert,NO
2502,CORDOBA,Barrio Las Quintas,NO
2503,CORDOBA,Barrio Villa del Parque,NO
2504,CORDOBA,Bouwer,NO
2505,CORDOBA,Campos del Virrey,NO
2506,CORDOBA,Caseros Centro,NO
2507,CORDOBA,Causana,NO
2508,CORDOBA,Costa Azul,NO
2509,CORDOBA,Piquillín,NO
2510,CORDOBA,Plaza de Mercedes,NO
2511,CORDOBA,Pueblo Comechingones,NO
2512,CORDOBA,Río Primero,SI
2513,CORDOBA,Sagrada Familia,NO
2514,CORDOBA,Santa Rosa de Río Primero,SI
2515,CORDOBA,Villa Fontana,SI
2516,CORDOBA,Cerro Colorado,NO
2517,CORDOBA,Chañar Viejo,NO
2518,CORDOBA,Eufrasio Loza,NO
2519,CORDOBA,Gütemberg,NO
2520,CORDOBA,La Rinconada,NO
2521,CORDOBA,Los Hoyos,NO
2522,CORDOBA,Puesto de Castro,NO
2523,CORDOBA,Rayo Cortado,NO
2524,CORDOBA,San Pedro de Gütemberg,NO
2525,CORDOBA,Santa Elena,NO
2526,CORDOBA,Sebastián Elcano,SI
2527,CORDOBA,Villa Candelaria,NO
2528,CORDOBA,Arroyito,SI
2529,CORDOBA,Balnearia,NO
2530,CORDOBA,Brinkmann,SI
2531,CORDOBA,Colonia 10 de Julio,NO
2532,CORDOBA,Colonia Anita,NO
2533,CORDOBA,Colonia Iturraspe,NO
2534,CORDOBA,Colonia Las Pichanas,NO
2535,CORDOBA,Colonia Marina,SI
2536,CORDOBA,Colonia Prosperidad,NO
